"","Subject","Activity","Measure","mean_or_standarddeviation","MeanValue"
"357",30,"STANDING","TimeBodyAccelerometer","mean",-0.0170163887813559
"358",30,"WALKING","TimeBodyAccelerometer","mean",-0.0175880385730769
"359",30,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.0174383900204839
"360",30,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.0253311698786154
"361",1,"LAYING","TimeBodyAccelerometer","mean",-0.11320355358
"362",1,"SITTING","TimeBodyAccelerometer","mean",-0.104544182255319
"363",1,"STANDING","TimeBodyAccelerometer","mean",-0.110601817735849
"364",1,"WALKING","TimeBodyAccelerometer","mean",-0.111148103547368
"365",1,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.107566190908163
"366",1,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.0973020020943396
"367",2,"LAYING","TimeBodyAccelerometer","mean",-0.107245610416667
"368",2,"SITTING","TimeBodyAccelerometer","mean",-0.109218272456522
"369",2,"STANDING","TimeBodyAccelerometer","mean",-0.105908536055556
"370",2,"WALKING","TimeBodyAccelerometer","mean",-0.105500357966102
"371",2,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.116812942382979
"372",2,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.152513899520833
"373",3,"LAYING","TimeBodyAccelerometer","mean",-0.101300477506452
"374",3,"SITTING","TimeBodyAccelerometer","mean",-0.0983579203269231
"375",3,"STANDING","TimeBodyAccelerometer","mean",-0.101621722633148
"376",3,"WALKING","TimeBodyAccelerometer","mean",-0.112674859827586
"377",3,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.116139842908163
"378",3,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.110064863437288
"379",4,"LAYING","TimeBodyAccelerometer","mean",-0.110688150314815
"380",4,"SITTING","TimeBodyAccelerometer","mean",-0.10587459588
"381",4,"STANDING","TimeBodyAccelerometer","mean",-0.0961574905535714
"382",4,"WALKING","TimeBodyAccelerometer","mean",-0.11140306485
"383",4,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.1067775246
"384",4,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.114219455519231
"385",5,"LAYING","TimeBodyAccelerometer","mean",-0.107937603673077
"386",5,"SITTING","TimeBodyAccelerometer","mean",-0.108540300265909
"387",5,"STANDING","TimeBodyAccelerometer","mean",-0.102171095696429
"388",5,"WALKING","TimeBodyAccelerometer","mean",-0.107741776464286
"389",5,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.100319930659574
"390",5,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.107471453914894
"391",6,"LAYING","TimeBodyAccelerometer","mean",-0.133119570368421
"392",6,"SITTING","TimeBodyAccelerometer","mean",-0.110127728709091
"393",6,"STANDING","TimeBodyAccelerometer","mean",-0.112172831947368
"394",6,"WALKING","TimeBodyAccelerometer","mean",-0.110303165877193
"395",6,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.107209356208333
"396",6,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.122082438784314
"397",7,"LAYING","TimeBodyAccelerometer","mean",-0.101361036576923
"398",7,"SITTING","TimeBodyAccelerometer","mean",-0.122464597625
"399",7,"STANDING","TimeBodyAccelerometer","mean",-0.0997778303207547
"400",7,"WALKING","TimeBodyAccelerometer","mean",-0.110912234947368
"401",7,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.096938308587234
"402",7,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.143769688803922
"403",8,"LAYING","TimeBodyAccelerometer","mean",-0.102245365611111
"404",8,"SITTING","TimeBodyAccelerometer","mean",-0.104461049130435
"405",8,"STANDING","TimeBodyAccelerometer","mean",-0.106114996837037
"406",8,"WALKING","TimeBodyAccelerometer","mean",-0.107252090833333
"407",8,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.107598135394737
"408",8,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.11512211995122
"409",9,"LAYING","TimeBodyAccelerometer","mean",-0.10754972144
"410",9,"SITTING","TimeBodyAccelerometer","mean",-0.07537846886
"411",9,"STANDING","TimeBodyAccelerometer","mean",-0.0952747481333333
"412",9,"WALKING","TimeBodyAccelerometer","mean",-0.110820512307692
"413",9,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.0910278793952381
"414",9,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.125219003959184
"415",10,"LAYING","TimeBodyAccelerometer","mean",-0.117168642362069
"416",10,"SITTING","TimeBodyAccelerometer","mean",-0.104253238796296
"417",10,"STANDING","TimeBodyAccelerometer","mean",-0.107964083931818
"418",10,"WALKING","TimeBodyAccelerometer","mean",-0.109057512132075
"419",10,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.110848597247368
"420",10,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.118180420834043
"421",11,"LAYING","TimeBodyAccelerometer","mean",-0.108786578070175
"422",11,"SITTING","TimeBodyAccelerometer","mean",-0.112840218339623
"423",11,"STANDING","TimeBodyAccelerometer","mean",-0.108686630425532
"424",11,"WALKING","TimeBodyAccelerometer","mean",-0.106096304033898
"425",11,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.111070149978261
"426",11,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.106797216481481
"427",12,"LAYING","TimeBodyAccelerometer","mean",-0.108160125666667
"428",12,"SITTING","TimeBodyAccelerometer","mean",-0.106307228960784
"429",12,"STANDING","TimeBodyAccelerometer","mean",-0.105526999754098
"430",12,"WALKING","TimeBodyAccelerometer","mean",-0.10316110632
"431",12,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.10955593226087
"432",12,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.107339730115385
"433",13,"LAYING","TimeBodyAccelerometer","mean",-0.104331864532258
"434",13,"SITTING","TimeBodyAccelerometer","mean",-0.0972465110836735
"435",13,"STANDING","TimeBodyAccelerometer","mean",-0.112124137754386
"436",13,"WALKING","TimeBodyAccelerometer","mean",-0.111431456192982
"437",13,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.101993941531915
"438",13,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.125767265890909
"439",14,"LAYING","TimeBodyAccelerometer","mean",-0.0868333315509804
"440",14,"SITTING","TimeBodyAccelerometer","mean",-0.100401490425926
"441",14,"STANDING","TimeBodyAccelerometer","mean",-0.103817701790667
"442",14,"WALKING","TimeBodyAccelerometer","mean",-0.106756369135593
"443",14,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.0928330165533333
"444",14,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.112279688983333
"445",15,"LAYING","TimeBodyAccelerometer","mean",-0.118530240291667
"446",15,"SITTING","TimeBodyAccelerometer","mean",-0.11366125320339
"447",15,"STANDING","TimeBodyAccelerometer","mean",-0.105910832679245
"448",15,"WALKING","TimeBodyAccelerometer","mean",-0.107621819518519
"449",15,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.110526066428571
"450",15,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.116952464895833
"451",16,"LAYING","TimeBodyAccelerometer","mean",-0.107310493242857
"452",16,"SITTING","TimeBodyAccelerometer","mean",-0.0891404038405797
"453",16,"STANDING","TimeBodyAccelerometer","mean",-0.103657729076923
"454",16,"WALKING","TimeBodyAccelerometer","mean",-0.108804049803922
"455",16,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.119873705148936
"456",16,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.124074517745098
"457",17,"LAYING","TimeBodyAccelerometer","mean",-0.107006279704225
"458",17,"SITTING","TimeBodyAccelerometer","mean",-0.11362408509375
"459",17,"STANDING","TimeBodyAccelerometer","mean",-0.111432145565
"460",17,"WALKING","TimeBodyAccelerometer","mean",-0.109792122032787
"461",17,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.0892432745173913
"462",17,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.121290442104167
"463",18,"LAYING","TimeBodyAccelerometer","mean",-0.107698927907692
"464",18,"SITTING","TimeBodyAccelerometer","mean",-0.111904775824561
"465",18,"STANDING","TimeBodyAccelerometer","mean",-0.108453355945205
"466",18,"WALKING","TimeBodyAccelerometer","mean",-0.104218315464286
"467",18,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.1033908092
"468",18,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.112655891327586
"469",19,"LAYING","TimeBodyAccelerometer","mean",-0.10898146186747
"470",19,"SITTING","TimeBodyAccelerometer","mean",-0.10870765430137
"471",19,"STANDING","TimeBodyAccelerometer","mean",-0.10904190460274
"472",19,"WALKING","TimeBodyAccelerometer","mean",-0.122736673192308
"473",19,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.133695240660974
"474",19,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.151054607725
"475",20,"LAYING","TimeBodyAccelerometer","mean",-0.104274322538235
"476",20,"SITTING","TimeBodyAccelerometer","mean",-0.108369634515152
"477",20,"STANDING","TimeBodyAccelerometer","mean",-0.100402759931507
"478",20,"WALKING","TimeBodyAccelerometer","mean",-0.113539477098039
"479",20,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.104602925937778
"480",20,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.121023947784314
"481",21,"LAYING","TimeBodyAccelerometer","mean",-0.103253832233333
"482",21,"SITTING","TimeBodyAccelerometer","mean",-0.112057887741176
"483",21,"STANDING","TimeBodyAccelerometer","mean",-0.110417855808989
"484",21,"WALKING","TimeBodyAccelerometer","mean",-0.104319332403846
"485",21,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.09816866218
"486",21,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.125414265340426
"487",22,"LAYING","TimeBodyAccelerometer","mean",-0.110800924652778
"488",22,"SITTING","TimeBodyAccelerometer","mean",-0.105827369516129
"489",22,"STANDING","TimeBodyAccelerometer","mean",-0.104967423820635
"490",22,"WALKING","TimeBodyAccelerometer","mean",-0.107112510934783
"491",22,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.1074157796
"492",22,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.117550861738095
"493",23,"LAYING","TimeBodyAccelerometer","mean",-0.104256776291667
"494",23,"SITTING","TimeBodyAccelerometer","mean",-0.103808679294118
"495",23,"STANDING","TimeBodyAccelerometer","mean",-0.1105970177575
"496",23,"WALKING","TimeBodyAccelerometer","mean",-0.113382994084746
"497",23,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.0988123712574074
"498",23,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.126890616782353
"499",24,"LAYING","TimeBodyAccelerometer","mean",-0.107236237236111
"500",24,"SITTING","TimeBodyAccelerometer","mean",-0.103041061426471
"501",24,"STANDING","TimeBodyAccelerometer","mean",-0.108222553855072
"502",24,"WALKING","TimeBodyAccelerometer","mean",-0.110595952913793
"503",24,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.104818820272727
"504",24,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.114248610966102
"505",25,"LAYING","TimeBodyAccelerometer","mean",-0.100428830260274
"506",25,"SITTING","TimeBodyAccelerometer","mean",-0.109160440476923
"507",25,"STANDING","TimeBodyAccelerometer","mean",-0.107352957594595
"508",25,"WALKING","TimeBodyAccelerometer","mean",-0.108737636297297
"509",25,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.107192376965517
"510",25,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.126210440292308
"511",26,"LAYING","TimeBodyAccelerometer","mean",-0.105002540289474
"512",26,"SITTING","TimeBodyAccelerometer","mean",-0.0974448692333333
"513",26,"STANDING","TimeBodyAccelerometer","mean",-0.110237796416216
"514",26,"WALKING","TimeBodyAccelerometer","mean",-0.108927011474576
"515",26,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.1064396194
"516",26,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.121943461236364
"517",27,"LAYING","TimeBodyAccelerometer","mean",-0.107699732837838
"518",27,"SITTING","TimeBodyAccelerometer","mean",-0.105521912588571
"519",27,"STANDING","TimeBodyAccelerometer","mean",-0.107835818025
"520",27,"WALKING","TimeBodyAccelerometer","mean",-0.112822289263158
"521",27,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.112837694688636
"522",27,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.123530438196078
"523",28,"LAYING","TimeBodyAccelerometer","mean",-0.1083448529625
"524",28,"SITTING","TimeBodyAccelerometer","mean",-0.111517939555556
"525",28,"STANDING","TimeBodyAccelerometer","mean",-0.106579385202532
"526",28,"WALKING","TimeBodyAccelerometer","mean",-0.103714705396296
"527",28,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.10858897408913
"528",28,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.121514025692157
"529",29,"LAYING","TimeBodyAccelerometer","mean",-0.109462068173913
"530",29,"SITTING","TimeBodyAccelerometer","mean",-0.1104118192
"531",29,"STANDING","TimeBodyAccelerometer","mean",-0.108659067476923
"532",29,"WALKING","TimeBodyAccelerometer","mean",-0.106632427301887
"533",29,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.0981339984895833
"534",29,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.118000587840816
"535",30,"LAYING","TimeBodyAccelerometer","mean",-0.1036581505
"536",30,"SITTING","TimeBodyAccelerometer","mean",-0.099515446133871
"537",30,"STANDING","TimeBodyAccelerometer","mean",-0.108756209835593
"538",30,"WALKING","TimeBodyAccelerometer","mean",-0.0986247068969231
"539",30,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","mean",-0.0999781422322581
"540",30,"WALKING_UPSTAIRS","TimeBodyAccelerometer","mean",-0.124697493775385
"541",1,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.9280564692
"542",1,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.977229008297872
"543",1,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.995759901509434
"544",1,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.283740258842105
"545",1,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.0300353383483878
"546",1,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.35470802509434
"547",2,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.974059464791667
"548",2,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.986822279565217
"549",2,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.987271889259259
"550",2,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.423642838474576
"551",2,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.0463666814446808
"552",2,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.304376406458333
"553",3,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.982776639193548
"554",3,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.971010120961538
"555",3,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.96674254295082
"556",3,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.360356726034483
"557",3,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.0574100475102041
"558",3,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.313123437627119
"559",4,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.954193738888889
"560",4,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.980309931
"561",4,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.97692058
"562",4,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.440829971333333
"563",4,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.0111935496222222
"564",4,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.204933042903846
"565",5,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.965934509615385
"566",5,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.980945022045455
"567",5,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.968591815714286
"568",5,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.294098534232143
"569",5,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.275046110468085
"570",5,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.0457237779851064
"571",6,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.934049422052632
"572",6,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.980164933636364
"573",6,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.981758159649123
"574",6,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.296538717368421
"575",6,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.383681639791667
"576",6,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.0501350188513725
"577",7,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.93651361
"578",7,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.972668374583333
"579",7,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.979307570377358
"580",7,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.327243240701754
"581",7,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.0660815600978723
"582",7,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.29487297445098
"583",8,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.94304121537037
"584",8,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.979026152391304
"585",8,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.988815418148148
"586",8,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.173605736002083
"587",8,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.0241393473736842
"588",8,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.171712174634146
"589",9,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.94233309
"590",9,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.9572277914
"591",9,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.975741252444444
"592",9,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.238353562692308
"593",9,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.213392270547619
"594",9,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.36144437755102
"595",10,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.968283685
"596",10,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.982901825925926
"597",10,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.978403481818182
"598",10,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.178709734396226
"599",10,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.295733547631579
"600",10,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.161591924234043
"601",11,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.98477733
"602",11,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.982796562075472
"603",11,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.994978878723404
"604",11,"WALKING","TimeBodyAccelerometer","standarddeviation",-0.422842071864407
"605",11,"WALKING_DOWNSTAIRS","TimeBodyAccelerometer","standarddeviation",0.142456557034783
"606",11,"WALKING_UPSTAIRS","TimeBodyAccelerometer","standarddeviation",-0.238802959018519
"607",12,"LAYING","TimeBodyAccelerometer","standarddeviation",-0.95531868
"608",12,"SITTING","TimeBodyAccelerometer","standarddeviation",-0.982568781960784
"609",12,"STANDING","TimeBodyAccelerometer","standarddeviation",-0.981243992459016
